제품번호,물품명,물품대분류,물품중분류,상품중량
100021363V2_1042,쌈배추,쌈채소류,쌈배추,800g
100021364V2_1043,쌈양상추,쌈채소류,쌈양상추,200g
100021365V2_1044,쌈장,장,장류/기타,250g
100021366V2_1045,쌈채소모음,쌈채소류,쌈채소모음,200g
100021367V2_1045,쌈채소모음,쌈채소류,쌈채소모음,200g/채소꾸러미용
100021368V2_1046,쌈케일,쌈채소류,쌈케일,150g
100021369V2_1047,쌍화차,건강일반,추출/농축액,70ml
100021370V2_1047,쌍화차,건강일반,추출/농축액,70ml*10봉
100021371V2_1047,쌍화차,건강일반,추출/농축액,70ml*30봉
100021372V2_1048,쑥,잎/줄기채소,쑥,200g
100021373V2_1049,쑥가루,가루,과채가루,100g
100021374V2_1050,쑥갓,잎/줄기채소,쑥갓,200g
100021375V2_1050,쑥갓,잎/줄기채소,쑥갓,200g/채소꾸러미용
100021376V2_1051,쑥개떡,떡,즉석떡,140g
100021377V2_1052,쑥인절미,떡,즉석떡,180g
100021378V2_1053,쑥찐빵,빵,"찐빵,호떡,전통",400g/5개/
100021379V2_1054,쑥향,차,잎꽃차,60g
100021380V2_1055,씀바귀,뿌리채소,씀바귀,200g
100021381V2_1056,씨암탉떡갈비,육가공,돈가스/분쇄가공,300g
100021382V2_1057,씨암탉치킨크로켓,육가공,돈가스/분쇄가공,270g
100021383V2_1058,아기순비누,세제/세안,세안비누,1장
100021384V2_1059,아로니아,과일,아로니아,1kg
100021385V2_1060,아로니아가루,가루,과채가루,100g
100021386V2_1061,아로니아즙,음료,과즙,720ml
100021387V2_1062,아로니아즙모음,음료,과즙,720ml*2병
100021388V2_1063,아마란스나물,잎/줄기채소,기타,200g
100021389V2_1064,아스파라거스,잎/줄기채소,아스파라거스,150g
100021390V2_1065,아욱,잎/줄기채소,아욱,300g
100021391V2_1066,아이스바딸기,유제품,아이스크림,75ml
100021392V2_1067,아이스바우유,유제품,아이스크림,75ml
100021393V2_1068,아주까리콩/무,콩/화본/깨,토종,500g
100021394V2_1069,아침빵,빵,"식빵, 식사대용",240g/8개/
100021395V2_1070,아카시아꿀,꿀,꿀,1.2kg
100021396V2_1070,아카시아꿀,꿀,꿀,460g
100021397V2_1071,아토로션,화장품,유아/썬크림,150㎖/기존용기
100021398V2_1072,아토워시,화장품,유아/썬크림,480㎖/기존용기
100021399V2_1073,아토크림,화장품,유아/썬크림,200g/기존용기
100021400V2_1073,아토크림,화장품,유아/썬크림,70g/기존용기
100021401V2_1074,안심,중량(정육),돼지(중량),무항생제-성남용인
100021402V2_1075,안심다짐육,돼지,보리살림(냉장),300g
100021403V2_1076,안심로스-성남용인,중량(정육),한우(중량),
100021404V2_1077,안심장조림-성남용인,중량(정육),돼지(중량),
100021405V2_1078,안심장조림용,돼지,보리살림(냉장),300g
100021406V2_1079,안창살-성남용인,중량(정육),한우(중량),
100021407V2_1080,앉은뱅이밀가루,가루,곡식가루,500g
100021408V2_1081,알갱이구죽염,소금,가공소금,100g
100021409V2_1082,알로에/베라,잎/줄기채소,알로에,700g이상
100021410V2_1083,알배기배추,잎/줄기채소,배추,1kg
100021411V2_1084,알비트,뿌리채소,알비트,300g
100021412V2_1084,알비트,뿌리채소,알비트,소/200g
100021413V2_1085,알타리무,뿌리채소,알타리무,2kg
100021414V2_1086,알토란,뿌리채소,알토란,300g
100021415V2_1087,앙크림큐브빵,빵,앙금크림빵,140g/
100021416V2_1088,앞다리,중량(정육),돼지(중량),무항생제-성남용인
100021417V2_1089,앞다리국거리용,소,한우(냉장),안심대안/400g
100021418V2_1090,앞다리보쌈용,돼지,무항생제(냉장),무항생제/300g
100021419V2_1090,앞다리보쌈용,돼지,보리살림(냉장),300g
100021420V2_1091,앞다리불고기-성남용인,중량(정육),돼지(중량),
100021421V2_1091,앞다리불고기-성남용인,중량(정육),한우(중량),
100021422V2_1092,앞다리불고기용,돼지,보리살림(냉장),300g
100021423V2_1093,앞다리살구이용,돼지,보리살림돼지,600g/우리보리살림돼지
100021424V2_1094,앞다리찌개용,돼지,무항생제(냉장),무항생제/300g
100021425V2_1094,앞다리찌개용,돼지,보리살림(냉장),300g
100021426V2_1095,애플수박,과일채소,수박,0.6~0.9kg
100021427V2_1095,애플수박,과일채소,수박,0.9~1.2kg
100021428V2_1095,애플수박,과일채소,수박,1.2kg이상
100021429V2_1096,애호박,열매채소,애호박,1개
100021430V2_1096,애호박,열매채소,애호박,2개
100021431V2_1096,애호박,열매채소,애호박,소:2개
100021432V2_1097,애호박말림,말린나물/건재,애호박말림,100g
100021433V2_1098,액상세제,세제/세안,세탁비누,2.5ℓ
100021434V2_1098,액상세제,세제/세안,세탁비누,보충용:2.1ℓ
100021435V2_1099,야콘,뿌리채소,야콘,20kg
100021436V2_1099,야콘,뿌리채소,야콘,2kg
100021437V2_1100,야콘즙,음료,음료기타,80ml
100021438V2_1100,야콘즙,음료,음료기타,80ml*30봉
100021439V2_1101,약과,과자,한과/유과,200g/18개
100021440V2_1102,약식,떡,즉석떡,180g
100021441V2_1103,얇은삼겹살,돼지,무항생제돼지,500g
100021442V2_1103,얇은삼겹살,돼지,보리살림돼지,500g/우리보리살림돼지
100021443V2_1104,양갱선물모음,과자,엿/양갱/기타,5종
100021444V2_1105,양귀냄비,식기/편백,옹기,대
100021445V2_1106,양귀냄비3호,식기/편백,옹기,
100021446V2_1107,양념갈치젓,수산가공,젓갈/액젓,200g
100021447V2_1108,양념고추장,소스/기타양념,기타양념,300g
100021448V2_1109,양념곱창,육가공,양념육,300g
100021449V2_1110,양념꼴뚜기젓,수산가공,젓갈/액젓,200g
100021450V2_1111,양념낙지젓,수산가공,젓갈/액젓,200g
100021451V2_1112,양념단지0.5ℓ,식기/편백,옹기,
100021452V2_1113,양념닭갈비,육가공,양념육,500g
100021453V2_1114,양념더덕,즉석조리,간편요리,200g
100021454V2_1115,양배추,잎/줄기채소,양배추,0.7~1kg
100021455V2_1115,양배추,잎/줄기채소,양배추,1통:1kg이상
100021456V2_1115,양배추,잎/줄기채소,양배추,500g~700g미만
100021457V2_1115,양배추,잎/줄기채소,양배추,절단:400g이상
100021458V2_1116,양배추가루,가루,과채가루,50g
100021459V2_1117,양배추브로콜리액,건강일반,추출/농축액,100ml*30봉
100021460V2_1118,양상추,잎/줄기채소,양상추,300g:1통
100021461V2_1119,양송이버섯,버섯,양송이버섯,140g
100021462V2_1119,양송이버섯,버섯,양송이버섯,300g
100021463V2_1120,양송이스프,식사대용,식사대용/기타,80g
100021464V2_1120,양송이스프,식사대용,식사대용/기타,80g*5개입
100021465V2_1121,양수냄비/18㎝,식기/편백,스테인리스,
100021466V2_1122,양수냄비/20㎝,식기/편백,스테인리스,
100021467V2_1123,양수냄비/24㎝,식기/편백,스테인리스,
100021468V2_1124,양지국거리-성남용인,중량(정육),한우(중량),
100021469V2_1125,양지국거리용,소,유기한우(냉장),유기/200g
100021470V2_1125,양지국거리용,소,한우(냉장),안심대안/200g
100021471V2_1126,양파,양념채소,양파,10kg
100021472V2_1126,양파,양념채소,양파,1kg
100021473V2_1126,양파,양념채소,양파,1kg:소
100021474V2_1126,양파,양념채소,양파,2kg
100021475V2_1126,양파,양념채소,양파,조생종/소/1kg
100021476V2_1126,양파,양념채소,양파,조생종:1kg
100021477V2_1126,양파,양념채소,양파,조생종:2kg
100021478V2_1127,양파베이글,빵,"식빵, 식사대용",85g/
100021479V2_1128,양파장아찌,절임/장아찌,장아찌,900g
100021480V2_1129,양파즙,음료,건강차,120ml*20봉
100021481V2_1129,양파즙,음료,건강차,120ml/1봉
100021482V2_1130,어간장모음,장,간장,420ml*2병
100021483V2_1131,어리굴젓,수산가공,젓갈/액젓,150g
100021484V2_1132,어린이달과자,과자,스낵,70g
100021485V2_1133,어린이주스,음료,과즙,150ml
100021486V2_1133,어린이주스,음료,과즙,150ml*10개
100021487V2_1134,어린이홍삼액,홍삼/녹용,홍삼,유기/60ml*30봉
100021488V2_1135,어린잎채소,잎/줄기채소,어린잎채소,100g
100021489V2_1136,얼갈이,잎/줄기채소,얼갈이,500g
100021490V2_1137,얼린숫꽃게,냉동수산,기타냉동수산,1kg
100021491V2_1138,얼린오징어,냉동수산,기타냉동수산,2마리/500g
100021492V2_1139,얼음식혜,음료,음료기타,1000ml/남농
100021493V2_1139,얼음식혜,음료,음료기타,1000ml/서정
100021494V2_1140,엄나무순,잎/줄기채소,기타,300g
100021495V2_1141,업진살로스-성남용인,중량(정육),한우(중량),
100021496V2_1142,에코백,생활용품,기타생활용품,대형/라벤더
100021497V2_1142,에코백,생활용품,기타생활용품,대형/부엉이
100021498V2_1142,에코백,생활용품,기타생활용품,대형/사슴
100021499V2_1142,에코백,생활용품,기타생활용품,대형/장미
100021500V2_1142,에코백,생활용품,기타생활용품,대형/허브
100021501V2_1142,에코백,생활용품,기타생활용품,대형/화살
100021502V2_1143,여름배추김치,김치,배추,10kg
100021503V2_1144,여행용화장지,생활용품,휴지,50장*4봉
100021504V2_1145,연근말림,말린나물/건재,연근말림,100g
100021505V2_1146,연근조림,밑반찬,조림,150g
100021506V2_1147,연근채,손질한채소,연근채/세척,300g
100021507V2_1148,연두부,두부/유부,두부,100g
100021508V2_1148,연두부,두부/유부,두부,300g
100021509V2_1149,연잎밥,식사대용,식사대용/기타,210g
100021510V2_1150,열무,잎/줄기채소,열무,1kg
100021511V2_1150,열무,잎/줄기채소,열무,500g
100021512V2_1151,열무얼갈이김치,김치,기타채소,1kg
100021513V2_1152,열무얼갈이물김치,김치,기타채소,1kg
100021514V2_1153,염장톳,해조,기타해조류,200g
100021515V2_1154,엿기름가루,가루,곡식가루,무/500g
100021516V2_1155,오가닉코튼 고중량 고급 매트,섬유,소품,터키석
100021517V2_1156,오가닉코튼 고중량 고급 목욕 수건,섬유,소품,네이비
100021518V2_1156,오가닉코튼 고중량 고급 목욕 수건,섬유,소품,터키석
100021519V2_1157,오가닉코튼 고중량 고급 수건,섬유,소품,내추럴
100021520V2_1157,오가닉코튼 고중량 고급 수건,섬유,소품,터키석
100021521V2_1158,오가닉코튼 기린 바디수트,섬유,영유아,75
100021522V2_1158,오가닉코튼 기린 바디수트,섬유,영유아,80
100021523V2_1158,오가닉코튼 기린 바디수트,섬유,영유아,90
100021524V2_1159,오가닉코튼 기린 배냇저고리,섬유,영유아,
100021525V2_1160,오가닉코튼 기린 상하복,섬유,영유아,100
100021526V2_1160,오가닉코튼 기린 상하복,섬유,영유아,80
100021527V2_1160,오가닉코튼 기린 상하복,섬유,영유아,90
100021528V2_1161,오가닉코튼 기린 속싸개,섬유,영유아,
100021529V2_1162,오가닉코튼 기린 손발싸개,섬유,영유아,
100021530V2_1163,오가닉코튼 기린 우주복,섬유,영유아,75
100021531V2_1163,오가닉코튼 기린 우주복,섬유,영유아,80
100021532V2_1163,오가닉코튼 기린 우주복,섬유,영유아,90
100021533V2_1164,오가닉코튼 기린 턱받이,섬유,영유아,
100021534V2_1165,오가닉코튼 내추럴 수건 세트,섬유,소품,3장
100021535V2_1166,오가닉코튼 라운드넥 반소매 티셔츠,섬유,성인,L/검정/남성
100021536V2_1166,오가닉코튼 라운드넥 반소매 티셔츠,섬유,성인,L/검정/여성
100021537V2_1166,오가닉코튼 라운드넥 반소매 티셔츠,섬유,성인,L/흰색/남성
100021538V2_1166,오가닉코튼 라운드넥 반소매 티셔츠,섬유,성인,L/흰색/여성
100021539V2_1166,오가닉코튼 라운드넥 반소매 티셔츠,섬유,성인,M/회색/남성
100021540V2_1166,오가닉코튼 라운드넥 반소매 티셔츠,섬유,성인,M/흰색/여성
100021541V2_1166,오가닉코튼 라운드넥 반소매 티셔츠,섬유,성인,XL/흰색/남성
100021542V2_1166,오가닉코튼 라운드넥 반소매 티셔츠,섬유,성인,XL/흰색/여성
100021543V2_1167,오가닉코튼 모슬린 다용도이불,섬유,침구,유아
100021544V2_1168,오가닉코튼 모슬린 담요,섬유,침구,4겹/맑은하늘색
100021545V2_1168,오가닉코튼 모슬린 담요,섬유,침구,4겹/연보라색
100021546V2_1168,오가닉코튼 모슬린 담요,섬유,침구,4겹/하늘색
100021547V2_1169,오가닉코튼 목화솜 누비패드,섬유,침구,더블/진한인디언핑크
100021548V2_1170,오가닉코튼 목화솜 이불속통,섬유,침구,수퍼싱글/봄가을용
100021549V2_1171,오가닉코튼 분홍 헤링본 수건 세트,섬유,소품,3장
100021550V2_1172,오가닉코튼 아기곰 배냇저고리,섬유,영유아,
100021551V2_1173,오가닉코튼 아기곰 신생아모자,섬유,영유아,
100021552V2_1174,오가닉코튼 아기곰 턱받이,섬유,영유아,
100021553V2_1175,오가닉코튼 아동용 레깅스,섬유,아동,110/검정
100021554V2_1175,오가닉코튼 아동용 레깅스,섬유,아동,110/민트
100021555V2_1175,오가닉코튼 아동용 레깅스,섬유,아동,140/멜란지그레이
100021556V2_1175,오가닉코튼 아동용 레깅스,섬유,아동,150/검정
100021557V2_1175,오가닉코튼 아동용 레깅스,섬유,아동,150/민트
100021558V2_1175,오가닉코튼 아동용 레깅스,섬유,아동,150/인디언핑크
100021559V2_1175,오가닉코튼 아동용 레깅스,섬유,아동,150/자연목화
100021560V2_1176,오가닉코튼 아동용 상하복,섬유,아동,70/네이비
100021561V2_1176,오가닉코튼 아동용 상하복,섬유,아동,70/인디언핑크
100021562V2_1176,오가닉코튼 아동용 상하복,섬유,아동,75/민트
100021563V2_1177,오가닉코튼 여성용 레깅스,섬유,성인,L/검정
100021564V2_1177,오가닉코튼 여성용 레깅스,섬유,성인,L/검정-정지예정품번
100021565V2_1177,오가닉코튼 여성용 레깅스,섬유,성인,L/멜란지그레이-정지예정
100021566V2_1177,오가닉코튼 여성용 레깅스,섬유,성인,L/진회색
100021567V2_1177,오가닉코튼 여성용 레깅스,섬유,성인,M/검정
100021568V2_1177,오가닉코튼 여성용 레깅스,섬유,성인,M/검정-정지예정품번
100021569V2_1177,오가닉코튼 여성용 레깅스,섬유,성인,M/멜란지그레이-정지예정
100021570V2_1177,오가닉코튼 여성용 레깅스,섬유,성인,M/진회색
100021571V2_1177,오가닉코튼 여성용 레깅스,섬유,성인,S/검정
100021572V2_1177,오가닉코튼 여성용 레깅스,섬유,성인,S/진회색
100021573V2_1177,오가닉코튼 여성용 레깅스,섬유,성인,XL/검정-정지예정품번
100021574V2_1178,오가닉코튼 유넥 반소매 티셔츠,섬유,성인,L/흰색/여성
100021575V2_1178,오가닉코튼 유넥 반소매 티셔츠,섬유,성인,M/흰색/여성
100021576V2_1178,오가닉코튼 유넥 반소매 티셔츠,섬유,성인,S/회색/여성
100021577V2_1178,오가닉코튼 유넥 반소매 티셔츠,섬유,성인,XL/흰색/여성
100021578V2_1179,오가닉코튼 캐미솔,섬유,성인,L/회색
100021579V2_1179,오가닉코튼 캐미솔,섬유,성인,L/흰색
100021580V2_1179,오가닉코튼 캐미솔,섬유,성인,M/검정
100021581V2_1179,오가닉코튼 캐미솔,섬유,성인,M/회색
100021582V2_1179,오가닉코튼 캐미솔,섬유,성인,M/흰색
100021583V2_1179,오가닉코튼 캐미솔,섬유,성인,XL/흰색
100021584V2_1180,오가닉코튼 트윌 요커버,섬유,침구,싱글/진회색
100021585V2_1181,오가닉코튼 푸른 헤링본 수건 세트,섬유,소품,3장
100021586V2_1182,오가닉코튼 회색 고리 수건 세트,섬유,소품,3장
100021587V2_1183,오가닉코튼 회색 수건 세트,섬유,소품,3장
100021588V2_1184,오가닉코튼선물상자,섬유,영유아,
100021589V2_1185,오가리전골솥,식기/편백,옹기,소
100021590V2_1185,오가리전골솥,식기/편백,옹기,중
100021591V2_1186,오가피,건강일반,건강차,300g
100021592V2_1187,오가피순,잎/줄기채소,오가피순,100g
100021593V2_1188,오곡명초,기름/식초,식초,300ml
100021594V2_1188,오곡명초,기름/식초,식초,500ml
100021595V2_1189,오곡명초모음,기름/식초,식초,500ml*2병
100021596V2_1190,오곡밥모음,보리/혼합곡,혼합곡,1kg
100021597V2_1191,오곡아침,식사대용,씨리얼,250g
100021598V2_1192,오곡찰밥,식사대용,식사대용/기타,210g
100021599V2_1193,오곡퐁,과자,스낵,150g
100021600V2_1194,오덕원찹쌀고추장,장,고추장,900g
100021601V2_1195,오리롤로스,닭/오리,무항생제오리,500g
100021602V2_1196,오리반마리,닭/오리,무항생제오리,무항생제/800g/토막
100021603V2_1197,오리양념불고기,육가공,양념육,500g
100021604V2_1198,오미로제 투게더,과실주,기타,와인/750ml
100021605V2_1199,오미자감식초,음료,음료기타,720ml
100021606V2_1200,오미자꽁꽁,음료,빙과,120ml
100021607V2_1201,오미자음료,음료,음료기타,150ml*10봉
100021608V2_1201,오미자음료,음료,음료기타,150ml/1봉
100021609V2_1202,오분도미/유,멥쌀,멥쌀,2kg
100021610V2_1202,오분도미/유,멥쌀,멥쌀,4kg
100021611V2_1202,오분도미/유,멥쌀,멥쌀,8kg
100021612V2_1203,오이,열매채소,오이,3개
100021613V2_1203,오이,열매채소,오이,50개
100021614V2_1203,오이,열매채소,오이,5개
100021615V2_1203,오이,열매채소,오이,하품/6개
100021616V2_1204,오이맛풋고추,열매채소,오이맛풋고추,200g
100021617V2_1205,오이소박이,김치,기타채소,500g
100021618V2_1206,오이지,절임/장아찌,장아찌,5~6개
100021619V2_1207,오이피클,절임/장아찌,절임,420g
100021620V2_1208,오징어동그랑어묵,어묵/묵,어묵,270g
100021621V2_1209,오징어땅콩볼,과자,스낵,100g
100021622V2_1210,오징어젓,수산가공,젓갈/액젓,250g
100021623V2_1211,오징어채,건어물,오징어류,200g
100021624V2_1212,오징어채무침,밑반찬,무침,250g
100021625V2_1213,옥돔,냉동수산,냉동생선,1마리/230g
100021626V2_1213,옥돔,냉동수산,냉동생선,2마리/340g
100021627V2_1214,옥돔선물모음,냉동수산,냉동생선,2kg
100021628V2_1215,옥수수과자,과자,스낵,32g
100021629V2_1216,옥수수병조림,잼/병조림/기타,병조림/기타,310g
100021630V2_1217,옥수수수염,말린나물/건재,건재,말린 것:60g
100021631V2_1218,옥수수차,차,곡류차,500g
100021632V2_1218,옥수수차,차,곡류차,무/500g
100021633V2_1219,옥수수튀밥,과자,스낵,100g
100021634V2_1220,옥수수플레이크,식사대용,씨리얼,300g
100021635V2_1221,옷장용탈취제,세제/세안,살균/세정/탈취,4g*6개
100021636V2_1222,옹기1호,식기/편백,옹기,
100021637V2_1223,옹기밥공기,식기/편백,옹기,6개
100021638V2_1224,옻칠 국자,식기/편백,옻칠,
100021639V2_1225,옻칠 다용도숟가락,식기/편백,옻칠,
100021640V2_1226,옻칠 도마,식기/편백,옻칠,대
100021641V2_1226,옻칠 도마,식기/편백,옻칠,소
100021642V2_1226,옻칠 도마,식기/편백,옻칠,중
100021643V2_1227,옻칠 둥근찬합,식기/편백,옻칠,
100021644V2_1228,옻칠 뒤집개,식기/편백,옻칠,
100021645V2_1229,옻칠 미니도마,식기/편백,옻칠,
100021646V2_1230,옻칠 밥주걱,식기/편백,옻칠,
100021647V2_1231,옻칠 볶음주걱,식기/편백,옻칠,
100021648V2_1232,옻칠 소형국자,식기/편백,옻칠,
100021649V2_1233,옻칠 소형뒤집개,식기/편백,옻칠,
100021650V2_1234,옻칠 수저,식기/편백,옻칠,대
100021651V2_1234,옻칠 수저,식기/편백,옻칠,대/선물용
100021652V2_1234,옻칠 수저,식기/편백,옻칠,소
100021653V2_1235,옻칠 요리용수저,식기/편백,옻칠,
100021654V2_1236,옻칠 잔모음,식기/편백,옻칠,5개
100021655V2_1237,옻칠 잼나이프,식기/편백,옻칠,
100021656V2_1238,옻칠 젓가락,식기/편백,옻칠,대
100021657V2_1238,옻칠 젓가락,식기/편백,옻칠,소
100021658V2_1239,옻칠 주발모음,식기/편백,옻칠,선물
100021659V2_1240,옻칠 튀김젓가락,식기/편백,옻칠,
100021660V2_1241,옻칠 티스푼,식기/편백,옻칠,
100021661V2_1242,옻칠 포크,식기/편백,옻칠,
100021662V2_1243,완두콩,열매채소,풋콩,1kg
100021663V2_1244,완숙토마토,과일채소,완숙토마토,1.8kg
100021664V2_1244,완숙토마토,과일채소,완숙토마토,1kg
100021665V2_1244,완숙토마토,과일채소,완숙토마토,2kg
100021666V2_1244,완숙토마토,과일채소,완숙토마토,소/2.5kg
100021667V2_1245,완숙토마토/즙용,과일채소,완숙토마토,2kg
100021668V2_1246,요구르트샐러드소스,소스/기타양념,소스,220ml
100021669V2_1247,요리용면주머니,생활용품,주방소품,대1
100021670V2_1247,요리용면주머니,생활용품,주방소품,"중1,소1"
100021671V2_1248,우동면,밀가공,생숙면,180g/1인분
100021672V2_1249,우둔살-성남용인,중량(정육),한우(중량),
100021673V2_1250,우둔장조림용,소,한우(냉장),안심대안/300g
100021674V2_1251,우리밀곡물와플,과자,스낵,80g
100021675V2_1252,우리밀라면,밀가공,라면,110g:1봉지
100021676V2_1252,우리밀라면,밀가공,라면,1상자:20봉
100021677V2_1253,우리밀롤케이크,빵,"케이크,롤,선물",600g
100021678V2_1254,우리밀보름달전병,과자,스낵,150g
100021679V2_1255,우리밀빵가루,가루,프리믹스,190g
100021680V2_1256,우리밀색동소면,밀가공,국수,400g
100021681V2_1257,우리밀생면,밀가공,생숙면,다용도:600g
100021682V2_1258,우리밀우동,밀가공,간편조리면,491g/2인분
100021683V2_1259,우리밀유정란전병,과자,스낵,150g
100021684V2_1260,우리밀채소쌀건빵,과자,스낵,120g
100021685V2_1261,우리밀칼국수,밀가공,국수,400g
100021686V2_1262,우리밀통밀국수,밀가공,국수,400g
100021687V2_1263,우리밀해물라면,밀가공,라면,114g:1봉지
100021688V2_1264,우리밀흰밀국수,밀가공,국수,400g
100021689V2_1265,우리보리살림돼지 갈비선물모음,돼지,보리살림돼지,2.4kg
100021690V2_1266,우리쌀맑은술,전통주,약주,375ml
100021691V2_1267,우리쌀차례주,전통주,약주,700ml
100021692V2_1268,우리콩간장,장,간장,475ml
100021693V2_1269,우리콩낫토,장,장류/기타,50g*2
100021694V2_1270,우리콩된장,장,된장,900g
100021695V2_1271,우뭇가사리묵,어묵/묵,묵,420g
100021696V2_1272,우엉,뿌리채소,우엉,300g
100021697V2_1273,우엉조림,밑반찬,조림,김밥용/150g
100021698V2_1273,우엉조림,밑반찬,조림,반찬용/150g
100021699V2_1274,우엉차,음료,뿌리차,70g
100021700V2_1275,우엉채,뿌리채소,우엉/손질,200g
100021701V2_1276,우유,유제품,우유/산양유,200ml
100021702V2_1276,우유,유제품,우유/산양유,900ml
100021703V2_1276,우유,유제품,우유/산양유,900ml-쿠폰북행사
100021704V2_1277,우유또띠아,밀가공,피자/핫도그,40g*10장
100021705V2_1278,우유식빵,빵,"식빵, 식사대용",180g
100021706V2_1278,우유식빵,빵,"식빵, 식사대용",180g/
100021707V2_1279,우족찜,육가공,식육추출가공,1100g
100021708V2_1280,울금,뿌리채소,울금,500g
100021709V2_1281,울금가루,가루,과채가루,50g
100021710V2_1282,울금삼계탕,육가공,식육추출가공,900g
100021711V2_1283,울릉도오징어,건어물,오징어류,2마리/120g
100021712V2_1284,울진대문어,냉동수산,기타냉동수산,500g
100021713V2_1285,울타리콩/무,콩/화본/깨,콩,500g
100021714V2_1286,월동무,뿌리채소,월동무,0.9~1.2kg
100021715V2_1286,월동무,뿌리채소,월동무,1.2kg이상
100021716V2_1286,월동무,뿌리채소,월동무,600~900g
100021717V2_1287,월앙매실,음료,발효음료,선물용/1L
100021718V2_1287,월앙매실,음료,발효음료,유기/700ml
100021719V2_1288,윈너소시지,육가공,햄/소시지/훈제,300g-
100021720V2_1289,유과꾸러미1,과자,한과/유과,1.2kg
100021721V2_1289,유과꾸러미1,과자,한과/유과,1.2kg/추천
100021722V2_1290,유과꾸러미2,과자,한과/유과,800g
100021723V2_1291,유기 궁중수저세트,식기/편백,전통유기,
100021724V2_1292,유기 사각접시,식기/편백,전통유기,대
100021725V2_1292,유기 사각접시,식기/편백,전통유기,소
100021726V2_1292,유기 사각접시,식기/편백,전통유기,중
100021727V2_1293,유기 어린이수저세트,식기/편백,전통유기,
100021728V2_1294,유기 연엽식기세트,식기/편백,전통유기,
100021729V2_1295,유기 오목식기세트,식기/편백,전통유기,
100021730V2_1296,유기 옥면기,식기/편백,전통유기,대
100021731V2_1297,유기 유아숟가락포크세트,식기/편백,전통유기,
100021732V2_1298,유기 찬기 2호,식기/편백,전통유기,
100021733V2_1299,유기 찬기 3호,식기/편백,전통유기,
100021734V2_1300,유기 찬기 4호,식기/편백,전통유기,
100021735V2_1301,유기 찬기 5호,식기/편백,전통유기,
100021736V2_1302,유기 타원접시,식기/편백,전통유기,대
100021737V2_1303,유기 티스푼세트,식기/편백,전통유기,
100021738V2_1304,유기 합비빔기,식기/편백,전통유기,대
100021739V2_1305,유기 합식기세트,식기/편백,전통유기,
100021740V2_1306,유기농 비정제설탕,소스/기타양념,기타양념,5kg
100021741V2_1307,유기농감잎차,차,잎꽃차,340ml
100021742V2_1308,유기농딸기우유,유제품,우유/산양유,200ml
100021743V2_1309,유기농블루베리아이스바,유제품,아이스크림,70ml
100021744V2_1310,유기농설탕,소스/기타양념,기타양념,1kg
100021745V2_1310,유기농설탕,소스/기타양념,기타양념,5kg
100021746V2_1311,유기농성이시돌목장우유,유제품,우유/산양유,900ml
100021747V2_1312,유기농순한발아보리차,차,곡류차,10g*18봉
100021748V2_1313,유기농아이스크림,유제품,아이스크림,기본형
100021749V2_1313,유기농아이스크림,유제품,아이스크림,녹차맛
100021750V2_1313,유기농아이스크림,유제품,아이스크림,딸기맛
100021751V2_1313,유기농아이스크림,유제품,아이스크림,블루베리맛
100021752V2_1314,유기농압착콩기름,기름/식초,기름,500ml
100021753V2_1315,유기농요거트딸기아이스크림,유제품,아이스크림,100ml
100021754V2_1316,유기농우유,유제품,우유/산양유,900ml
100021755V2_1317,유기농저지방우유,유제품,우유/산양유,900ml
100021756V2_1318,유기농토마토케찹,소스/기타양념,소스,250g
100021757V2_1319,유기농플레인요거트아이스크림,유제품,아이스크림,100ml
100021758V2_1320,유기배양토,생활용품,숯/원예,18ℓ
100021759V2_1320,유기배양토,생활용품,숯/원예,5ℓ
100021760V2_1321,유기보리차,차,곡류차,500g
